torch.Size([429, 32, 64]) torch.Size([429, 4, 64]) torch.Size([429, 4, 64]) tensor([  0, 226, 429], device='cuda:0', dtype=torch.int32) tensor([  0, 226, 429], device='cuda:0', dtype=torch.int32) 226 226 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([837, 32, 64]) torch.Size([837, 4, 64]) torch.Size([837, 4, 64]) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) tensor([  0, 406, 837], device='cuda:0', dtype=torch.int32) 431 431 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([498, 32, 64]) torch.Size([498, 4, 64]) torch.Size([498, 4, 64]) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) tensor([  0, 301, 498], device='cuda:0', dtype=torch.int32) 301 301 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([395, 32, 64]) torch.Size([395, 4, 64]) torch.Size([395, 4, 64]) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) tensor([  0, 182, 395], device='cuda:0', dtype=torch.int32) 213 213 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([644, 32, 64]) torch.Size([644, 4, 64]) torch.Size([644, 4, 64]) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) tensor([  0, 318, 644], device='cuda:0', dtype=torch.int32) 326 326 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([588, 32, 64]) torch.Size([588, 4, 64]) torch.Size([588, 4, 64]) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) tensor([  0, 390, 588], device='cuda:0', dtype=torch.int32) 390 390 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
torch.Size([616, 32, 64]) torch.Size([616, 4, 64]) torch.Size([616, 4, 64]) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) tensor([  0, 323, 616], device='cuda:0', dtype=torch.int32) 323 323 0.0 None True
